"Class","apaac_0","apaac_1","apaac_2","apaac_3","apaac_4","apaac_5","apaac_6","apaac_7","apaac_8","apaac_9","apaac_10","apaac_11","apaac_12","apaac_13","apaac_14","apaac_15","apaac_16","apaac_17","apaac_18","apaac_19","apaac_20","apaac_21","apaac_22","apaac_23","apaac_24","apaac_25"
-1,0.054,0,0.043,0.102,0.048,0.086,0.027,0.043,0.059,0.07,0.027,0.043,0.027,0.043,0.043,0.048,0.097,0.108,0.005,0.022,-0.019,-0.014,0.012,0.007,0.011,0.007
-1,0.043,0.002,0.06,0.095,0.07,0.054,0.014,0.07,0.081,0.079,0.05,0.077,0.039,0.031,0.058,0.033,0.077,0.043,0.004,0.029,0.001,0,0.001,-0.008,-0.01,0.006
-1,0.032,0,0.043,0.102,0.027,0.08,0.011,0.102,0.113,0.059,0.027,0.07,0.032,0.048,0.016,0.048,0.07,0.08,0.005,0.038,-0.019,-0.013,0,0.012,0.012,0.005
-1,0.07,0.015,0.059,0.055,0.033,0.095,0.022,0.077,0.055,0.055,0.026,0.044,0.062,0.029,0.044,0.044,0.059,0.081,0.007,0.04,0.001,-0.002,0.018,-0.001,0,0.013
-1,0.067,0.006,0.047,0.061,0.029,0.111,0.02,0.082,0.099,0.061,0.026,0.05,0.023,0.012,0.017,0.052,0.058,0.122,0.003,0.032,0.004,-0.002,0.012,-0.006,-0.003,0.015
-1,0.087,0.003,0.07,0.092,0.055,0.069,0.012,0.059,0.072,0.1,0.018,0.039,0.042,0.028,0.052,0.039,0.052,0.064,0.007,0.03,-0.006,0.003,0.004,0,0.004,0.006
-1,0.11,0,0.05,0.088,0.043,0.052,0.023,0.076,0.077,0.099,0.016,0.056,0.032,0.043,0.041,0.052,0.041,0.058,0.013,0.041,0.002,0.001,-0.005,-0.013,-0.009,0.011
-1,0.065,0.011,0.045,0.128,0.065,0.061,0.02,0.054,0.087,0.096,0.018,0.049,0.031,0.032,0.031,0.049,0.043,0.078,0.013,0.04,0.003,0.01,-0.005,-0.015,-0.008,0.002
-1,0.077,0.022,0.077,0.083,0.039,0.099,0.006,0.094,0.088,0.099,0.028,0.006,0.039,0.017,0.033,0.028,0.05,0.077,0,0.033,-0.001,-0.007,0.01,-0.004,-0.01,0.018
-1,0.115,0.008,0.033,0.091,0.049,0.058,0.033,0.066,0.066,0.049,0.025,0.041,0.049,0.049,0.016,0.058,0.058,0.124,0,0.033,-0.006,-0.008,0.007,-0.011,-0.015,0.01
-1,0.091,0,0.056,0.107,0.045,0.055,0.025,0.058,0.082,0.104,0.02,0.065,0.033,0.042,0.038,0.042,0.036,0.073,0.013,0.038,0,0.003,-0.001,-0.016,-0.011,0.003
-1,0.046,0.004,0.057,0.095,0.072,0.051,0.025,0.07,0.106,0.091,0.036,0.059,0.038,0.034,0.055,0.038,0.049,0.065,0.004,0.038,-0.007,-0.007,0.001,-0.012,-0.013,0.005
-1,0.052,0,0.057,0.098,0.052,0.057,0,0.093,0.098,0.072,0.031,0.088,0.021,0.041,0.036,0.005,0.067,0.077,0.01,0.026,0.004,0.004,0.001,0.008,0.002,-0.001
-1,0.014,0,0.072,0.058,0.014,0.058,0.058,0.144,0.144,0.086,0.058,0.029,0.029,0.014,0.058,0.086,0.029,0.058,0,0.029,-0.04,-0.039,0.002,0.024,0.014,0.003
-1,0.103,0.03,0.118,0.089,0.015,0.074,0.03,0.03,0.089,0.044,0.03,0.015,0,0.059,0,0.074,0.03,0.177,0,0.015,-0.034,-0.023,0.008,0.011,0.004,0.015
-1,0.064,0,0.059,0.096,0.032,0.046,0.018,0.059,0.137,0.082,0.023,0.05,0.036,0.055,0.059,0.036,0.027,0.064,0,0.023,0.001,0.008,0.001,0.017,0.011,-0.003
-1,0.09,0.012,0.067,0.087,0.022,0.077,0.02,0.085,0.06,0.067,0.015,0.03,0.042,0.035,0.06,0.052,0.067,0.07,0.002,0.035,0.003,0.003,0.002,-0.013,-0.002,0.01
-1,0.041,0.006,0.067,0.052,0.035,0.046,0.023,0.104,0.113,0.113,0.029,0.075,0.026,0.049,0.023,0.067,0.052,0.052,0.003,0.038,-0.002,-0.001,0.005,-0.005,-0.007,-0.003
-1,0.045,0.006,0.059,0.1,0.057,0.045,0.027,0.08,0.1,0.098,0.024,0.049,0.041,0.035,0.049,0.047,0.055,0.053,0.002,0.041,-0.002,-0.002,0.003,-0.01,-0.011,0.01
-1,0.041,0.016,0.057,0.098,0.008,0.041,0.025,0.057,0.074,0.106,0.057,0.016,0.049,0.066,0.057,0.025,0.098,0.123,0.008,0.016,-0.009,0.006,0.005,-0.029,-0.011,-0.001
-1,0.068,0,0.066,0.12,0.046,0.066,0.025,0.074,0.072,0.085,0.031,0.039,0.041,0.029,0.052,0.043,0.05,0.043,0.014,0.039,0.001,0.009,0,-0.006,-0.002,-0.007
-1,0.068,0.002,0.052,0.11,0.065,0.074,0.032,0.077,0.061,0.07,0.023,0.032,0.045,0.034,0.043,0.052,0.065,0.05,0.011,0.05,0.006,0.002,-0.003,-0.011,-0.012,0.005
-1,0.03,0.022,0.069,0.082,0.034,0.099,0.03,0.082,0.112,0.125,0.022,0.043,0.026,0.013,0.047,0.026,0.047,0.065,0.009,0.043,-0.005,-0.002,0.003,-0.016,-0.016,0.011
-1,0.134,0.011,0.045,0.067,0.026,0.085,0.019,0.067,0.048,0.067,0.03,0.037,0.033,0.019,0.041,0.085,0.052,0.078,0.011,0.015,-0.001,-0.003,0.024,-0.004,0,0.015
-1,0.057,0.019,0.043,0.047,0.047,0.057,0.038,0.033,0.057,0.152,0.019,0.052,0.043,0.1,0.033,0.038,0.076,0.081,0.005,0.024,0.001,0.003,0.004,-0.021,-0.016,0.009
-1,0.036,0.012,0.078,0.081,0.063,0.039,0.024,0.105,0.132,0.087,0.021,0.075,0.021,0.027,0.036,0.063,0.03,0.048,0.009,0.036,-0.015,0.001,0.003,-0.014,-0.002,0.006
-1,0.059,0.01,0.089,0.059,0.079,0.118,0.03,0.059,0.099,0.059,0.01,0.049,0.03,0.02,0.049,0.03,0.03,0.089,0.01,0.03,-0.016,-0.007,0.007,-0.008,0.011,0.008
