"Class","apaac_0","apaac_1","apaac_2","apaac_3","apaac_4","apaac_5","apaac_6","apaac_7","apaac_8","apaac_9","apaac_10","apaac_11","apaac_12","apaac_13","apaac_14","apaac_15","apaac_16","apaac_17","apaac_18","apaac_19","apaac_20","apaac_21","apaac_22","apaac_23","apaac_24","apaac_25"
-1,0.07,0,0.047,0.109,0.035,0.062,0.008,0.089,0.058,0.117,0.027,0.062,0.019,0.035,0.058,0.074,0.043,0.066,0,0.023,0.004,0.006,0.005,-0.014,-0.009,0.004
-1,0.048,0.005,0.096,0.086,0.054,0.032,0.059,0.064,0.07,0.139,0.038,0.048,0.016,0.043,0.038,0.064,0.048,0.038,0.011,0.032,-0.005,-0.015,0,-0.008,-0.002,0
-1,0.043,0.002,0.06,0.095,0.07,0.054,0.014,0.07,0.081,0.079,0.05,0.077,0.039,0.031,0.058,0.033,0.077,0.043,0.004,0.029,0.001,0,0.001,-0.008,-0.01,0.006
-1,0.068,0.002,0.052,0.11,0.065,0.074,0.032,0.077,0.061,0.07,0.023,0.032,0.045,0.034,0.043,0.052,0.065,0.05,0.011,0.05,0.006,0.002,-0.003,-0.011,-0.012,0.005
-1,0.091,0.004,0.057,0.081,0.021,0.077,0.016,0.074,0.081,0.059,0.02,0.077,0.047,0.032,0.048,0.043,0.059,0.084,0.001,0.014,-0.002,0.003,0.009,-0.004,-0.002,0.009
-1,0.052,0.023,0.038,0.055,0.065,0.036,0.017,0.057,0.09,0.118,0.015,0.067,0.031,0.078,0.027,0.063,0.076,0.052,0.019,0.036,-0.003,-0.001,-0.005,-0.002,-0.005,0.003
-1,0.057,0.011,0.092,0.075,0.049,0.077,0.026,0.046,0.057,0.098,0.026,0.029,0.049,0.052,0.063,0.034,0.049,0.077,0.003,0.029,-0.011,0.005,-0.001,-0.002,-0.002,0.012
-1,0.074,0.003,0.07,0.087,0.034,0.06,0.013,0.077,0.097,0.084,0.027,0.057,0.023,0.034,0.037,0.044,0.06,0.101,0.003,0.007,-0.003,0.006,0.006,-0.008,-0.003,0.008
-1,0.065,0.006,0.094,0.049,0.062,0.058,0.062,0.049,0.065,0.114,0.019,0.026,0.062,0.042,0.039,0.042,0.052,0.052,0.023,0.045,-0.001,-0.003,-0.009,-0.003,-0.008,-0.003
-1,0.059,0.012,0.075,0.09,0.039,0.059,0.02,0.071,0.047,0.079,0.024,0.047,0.028,0.047,0.059,0.059,0.024,0.079,0.024,0.051,0,-0.001,-0.002,0.001,0.013,-0.002
-1,0.06,0.002,0.063,0.103,0.038,0.063,0.018,0.06,0.086,0.1,0.025,0.034,0.049,0.04,0.041,0.04,0.06,0.074,0.015,0.049,-0.006,0.002,0,-0.012,-0.007,0.003
-1,0.134,0.011,0.045,0.067,0.026,0.085,0.019,0.067,0.048,0.067,0.03,0.037,0.033,0.019,0.041,0.085,0.052,0.078,0.011,0.015,-0.001,-0.003,0.024,-0.004,0,0.015
-1,0.067,0.004,0.053,0.106,0.014,0.071,0.019,0.065,0.08,0.12,0.025,0.028,0.042,0.034,0.065,0.042,0.055,0.07,0.004,0.027,-0.005,0.012,0.004,-0.008,-0.001,0.008
-1,0.065,0,0.074,0.123,0.014,0.06,0.019,0.06,0.079,0.082,0.022,0.038,0.022,0.046,0.052,0.071,0.052,0.063,0,0.035,-0.013,0.001,0.011,0.006,0.009,0.01
-1,0.044,0.015,0.07,0.096,0.044,0.076,0.032,0.055,0.078,0.093,0.041,0.038,0.041,0.052,0.052,0.055,0.044,0.067,0.003,0.029,-0.012,-0.003,-0.004,-0.006,0.001,0.002
-1,0.083,0.005,0.051,0.104,0.021,0.072,0.024,0.076,0.066,0.099,0.016,0.032,0.037,0.025,0.039,0.056,0.07,0.083,0.009,0.029,-0.001,-0.001,0.008,-0.009,-0.001,0.007
-1,0.049,0.006,0.046,0.064,0.034,0.049,0.015,0.073,0.122,0.119,0.024,0.085,0.037,0.04,0.021,0.064,0.07,0.052,0.003,0.04,0.001,0.006,0.007,-0.015,-0.012,0.002
-1,0.057,0.019,0.043,0.047,0.047,0.057,0.038,0.033,0.057,0.152,0.019,0.052,0.043,0.1,0.033,0.038,0.076,0.081,0.005,0.024,0.001,0.003,0.004,-0.021,-0.016,0.009
-1,0.066,0.011,0.07,0.087,0.043,0.063,0.03,0.075,0.075,0.094,0.025,0.036,0.04,0.039,0.042,0.055,0.056,0.063,0.006,0.038,-0.005,0,0.002,-0.01,-0.005,0.005
-1,0.073,0.008,0.07,0.077,0.031,0.07,0.004,0.07,0.054,0.112,0.039,0.054,0.031,0.023,0.054,0.046,0.077,0.081,0.004,0.035,-0.003,0.006,0.005,-0.014,-0.012,0.006
-1,0.091,0,0.056,0.107,0.045,0.055,0.025,0.058,0.082,0.104,0.02,0.065,0.033,0.042,0.038,0.042,0.036,0.073,0.013,0.038,0,0.003,-0.001,-0.016,-0.011,0.003
-1,0.061,0.015,0.068,0.063,0.044,0.034,0.012,0.073,0.093,0.127,0.015,0.075,0.039,0.046,0.041,0.068,0.046,0.054,0.01,0.034,-0.005,-0.005,0.006,-0.01,-0.006,0.003
-1,0.082,0.002,0.08,0.082,0.052,0.06,0.01,0.05,0.077,0.107,0.022,0.038,0.033,0.037,0.052,0.047,0.057,0.063,0.008,0.027,-0.002,-0.001,0.006,0.001,0.001,0.01
-1,0.123,0.01,0.051,0.06,0.041,0.073,0.02,0.07,0.053,0.063,0.031,0.041,0.067,0.034,0.046,0.032,0.053,0.082,0.012,0.034,0.001,-0.005,0.007,-0.005,-0.008,0.012
-1,0.034,0.024,0.068,0.058,0.043,0.048,0,0.082,0.116,0.13,0.024,0.082,0.029,0.072,0.034,0.034,0.053,0.053,0,0.043,-0.011,-0.008,0.003,-0.011,-0.007,0.005
-1,0.089,0,0.059,0.099,0.03,0.059,0.03,0.069,0.069,0.109,0.059,0.03,0.05,0.02,0.05,0.03,0.059,0.069,0,0.01,0.006,0.02,-0.001,-0.012,-0.005,0
-1,0.053,0.005,0.044,0.068,0.048,0.048,0.015,0.068,0.116,0.097,0.015,0.039,0.039,0.048,0.068,0.048,0.048,0.077,0.005,0.024,0.018,0.009,-0.004,0.002,0.003,-0.001
